Expert,Location,Action,group.x,MS,Fire,PBFV,Bird.number,Lower,Estimate,Upper,Cost
O,Tasmania,focus wild born young,current range ,2,1,1,50,0,0.4,0.75,60199171.5
O,Tasmania,focus wild born young + mainland release,current range ,3,1,1,100,0.4,0.5,1,110541246.5
O,Tasmania,focus wild born young + mainland release,current range ,3,1,1,50,0,0.2,0.5,64926346.5
O,Tasmania,focus high quality young leaving,current range ,4,1,1,100,0.7,0.85,1,96964696.5
O,Tasmania,focus high quality young leaving,current range ,4,1,1,50,0.1,0.5,0.8,55539446.5
O,Tasmania,focus high quality young leaving + mainland release,current range ,5,1,1,100,0.5,0.75,1,103519496.5
O,Tasmania,focus high quality young leaving + mainland release,current range ,5,1,1,50,0,0.5,0.7,60304771.5
O,Tasmania,fledgling release only,current range ,6,1,1,100,0.5,0.8,1,99993171.5
O,Tasmania,fledgling release only,current range ,6,1,1,50,0.2,0.6,0.7,58459421.5
O,Tasmania,fledgling release + mainland release,current range ,7,1,1,100,0.3,0.65,1,108471371.5
O,Tasmania,fledgling release + mainland release,current range ,7,1,1,50,0.1,0.25,0.6,64707721.5
O,Tasmania,mixed release strategy w/out fire,current range ,8,0,1,100,0.25,0.7,1,105910100
O,Tasmania,mixed release strategy w/out fire,current range ,8,0,1,50,0,0.25,0.65,62855825
O,Tasmania,mixed release strategy w/out PBFV,current range ,9,1,0,100,0.3,0.5,1,93657746.5
O,Tasmania,mixed release strategy w/out PBFV,current range ,9,1,0,50,0,0.2,0.6,61953471.5
O,Tasmania,focus wild born young w/out fire,current range ,10,0,1,100,0.45,0.55,1,99798400
O,Tasmania,focus wild born young w/out fire,current range ,10,0,1,50,0,0.4,0.65,58401525
P,Tasmania,No action + no captive population,no action,0,0,0,0,0,0.1,0.1,0
P,Tasmania,mixed release strategy,current range ,1,1,1,100,0.8,NA,1,107322746.5
P,Tasmania,mixed release strategy,current range ,1,1,1,50,0.25,0.7,1,64653471.5
P,Tasmania,focus wild born young,current range ,2,1,1,100,0.75,0.8,1,101596046.5
P,Tasmania,focus wild born young,current range ,2,1,1,50,0.4,0.5,1,60199171.5
P,Tasmania,focus wild born young + mainland release,current range ,3,1,1,100,0.6,0.7,1,110541246.5
P,Tasmania,focus wild born young + mainland release,current range ,3,1,1,50,0.5,0.6,1,64926346.5
P,Tasmania,focus high quality young leaving,current range ,4,1,1,100,0.35,0.65,1,96964696.5
P,Tasmania,focus high quality young leaving,current range ,4,1,1,50,0.2,0.5,1,55539446.5
P,Tasmania,focus high quality young leaving + mainland release,current range ,5,1,1,100,0.9,0.9,1,103519496.5
P,Tasmania,focus high quality young leaving + mainland release,current range ,5,1,1,50,0.7,0.8,1,60304771.5
P,Tasmania,fledgling release only,current range ,6,1,1,100,0.5,0.7,1,99993171.5
P,Tasmania,fledgling release only,current range ,6,1,1,50,0.3,0.5,1,58459421.5
P,Tasmania,fledgling release + mainland release,current range ,7,1,1,100,0.4,0.8,1,108471371.5
P,Tasmania,fledgling release + mainland release,current range ,7,1,1,50,0.3,0.75,1,64707721.5
P,Tasmania,mixed release strategy w/out fire,current range ,8,0,1,100,0.4,0.5,1,105910100
P,Tasmania,mixed release strategy w/out fire,current range ,8,0,1,50,0.1,0.35,1,62855825
P,Tasmania,mixed release strategy w/out PBFV,current range ,9,1,0,100,0,0.6,1,93657746.5
P,Tasmania,mixed release strategy w/out PBFV,current range ,9,1,0,50,0,0.5,1,61953471.5
P,Tasmania,focus wild born young w/out fire,current range ,10,0,1,100,0.1,0.3,1,99798400
P,Tasmania,focus wild born young w/out fire,current range ,10,0,1,50,0.1,0.3,1,58401525
Q,Tasmania,No action + no captive population,no action,0,0,0,0,0,0,0,0
Q,Tasmania,mixed release strategy,current range ,1,1,1,100,0.2,0.3,0.4,107322746.5
Q,Tasmania,mixed release strategy,current range ,1,1,1,50,0.2,0.3,0.4,64653471.5
Q,Tasmania,focus wild born young,current range ,2,1,1,100,0.2,0.3,0.4,101596046.5
Q,Tasmania,focus wild born young,current range ,2,1,1,50,0.1,0.2,0.3,60199171.5
Q,Tasmania,focus wild born young + mainland release,current range ,3,1,1,100,0.25,0.35,0.45,110541246.5
Q,Tasmania,focus wild born young + mainland release,current range ,3,1,1,50,0.15,0.25,0.35,64926346.5
Q,Tasmania,focus high quality young leaving,current range ,4,1,1,100,0.3,0.4,0.5,96964696.5
Q,Tasmania,focus high quality young leaving,current range ,4,1,1,50,0.25,0.35,0.45,55539446.5
Q,Tasmania,focus high quality young leaving + mainland release,current range ,5,1,1,100,0.3,0.4,0.5,103519496.5
Q,Tasmania,focus high quality young leaving + mainland release,current range ,5,1,1,50,0.25,0.35,0.4,60304771.5
Q,Tasmania,fledgling release only,current range ,6,1,1,100,0.35,0.45,0.55,99993171.5
Q,Tasmania,fledgling release only,current range ,6,1,1,50,0.25,0.35,0.45,58459421.5
Q,Tasmania,fledgling release + mainland release,current range ,7,1,1,100,0.35,0.45,0.55,108471371.5
Q,Tasmania,fledgling release + mainland release,current range ,7,1,1,50,0.25,0.35,0.45,64707721.5
Q,Tasmania,mixed release strategy w/out fire,current range ,8,0,1,100,0.15,0.25,0.35,105910100
Q,Tasmania,mixed release strategy w/out fire,current range ,8,0,1,50,0.1,0.2,0.3,62855825
Q,Tasmania,mixed release strategy w/out PBFV,current range ,9,1,0,100,0.3,0.4,0.5,93657746.5
Q,Tasmania,mixed release strategy w/out PBFV,current range ,9,1,0,50,0.2,0.3,0.4,61953471.5
Q,Tasmania,focus wild born young w/out fire,current range ,10,0,1,100,0.05,0.15,0.25,99798400
Q,Tasmania,focus wild born young w/out fire,current range ,10,0,1,50,0.05,0.15,0.25,58401525
R,Tasmania,No action + no captive population,no action,0,0,0,0,0,0.05,0.1,0
R,Tasmania,mixed release strategy,current range ,1,1,1,100,0,0.5,0.7,107322746.5
R,Tasmania,mixed release strategy,current range ,1,1,1,50,0,0.3,0.5,64653471.5
R,Tasmania,focus wild born young,current range ,2,1,1,100,0,0.6,0.7,101596046.5
R,Tasmania,focus wild born young,current range ,2,1,1,50,0,0.25,0.5,60199171.5
R,Tasmania,focus wild born young + mainland release,current range ,3,1,1,100,0,0.64,0.7,110541246.5
R,Tasmania,focus wild born young + mainland release,current range ,3,1,1,50,0,0.2,0.5,64926346.5
R,Tasmania,focus high quality young leaving,current range ,4,1,1,100,0,0.7,0.8,96964696.5
R,Tasmania,focus high quality young leaving,current range ,4,1,1,50,0,0.5,0.7,55539446.5
R,Tasmania,focus high quality young leaving + mainland release,current range ,5,1,1,100,0,0.75,0.8,103519496.5
R,Tasmania,focus high quality young leaving + mainland release,current range ,5,1,1,50,0,0.3,0.6,60304771.5
R,Tasmania,fledgling release only,current range ,6,1,1,100,0,0.6,0.8,99993171.5
R,Tasmania,fledgling release only,current range ,6,1,1,50,0,0.4,0.7,58459421.5
R,Tasmania,fledgling release + mainland release,current range ,7,1,1,100,0,0.7,0.9,108471371.5
R,Tasmania,fledgling release + mainland release,current range ,7,1,1,50,0,0.3,0.6,64707721.5
R,Tasmania,mixed release strategy w/out fire,current range ,8,0,1,100,0,0.2,0.5,105910100
R,Tasmania,mixed release strategy w/out fire,current range ,8,0,1,50,0,0.1,0.4,62855825
R,Tasmania,mixed release strategy w/out PBFV,current range ,9,1,0,100,0,0.46,0.7,93657746.5
R,Tasmania,mixed release strategy w/out PBFV,current range ,9,1,0,50,0,0.25,0.5,61953471.5
R,Tasmania,focus wild born young w/out fire,current range ,10,0,1,100,0,0.4,0.6,99798400
R,Tasmania,focus wild born young w/out fire,current range ,10,0,1,50,0,0.15,0.4,58401525
S,Tasmania,No action + no captive population,no action,0,0,0,0,0,0.05,0.1,0
S,Tasmania,mixed release strategy,current range ,1,1,1,100,0,0.14,0.53,107322746.5
S,Tasmania,mixed release strategy,current range ,1,1,1,50,0,0.13,0.51,64653471.5
S,Tasmania,focus wild born young,current range ,2,1,1,100,0,0.15,0.5,101596046.5
S,Tasmania,focus wild born young,current range ,2,1,1,50,0,0.15,0.5,60199171.5
S,Tasmania,focus wild born young + mainland release,current range ,3,1,1,100,0,0.1,0.55,110541246.5
S,Tasmania,focus wild born young + mainland release,current range ,3,1,1,50,0,0.1,0.5,64926346.5
S,Tasmania,focus high quality young leaving,current range ,4,1,1,100,0,0.16,0.4,96964696.5
S,Tasmania,focus high quality young leaving,current range ,4,1,1,50,0,0.16,0.4,55539446.5
S,Tasmania,focus high quality young leaving + mainland release,current range ,5,1,1,100,0,0.2,0.45,103519496.5
S,Tasmania,focus high quality young leaving + mainland release,current range ,5,1,1,50,0,0.2,0.45,60304771.5
S,Tasmania,fledgling release only,current range ,6,1,1,100,0,0.1,0.3,99993171.5
S,Tasmania,fledgling release only,current range ,6,1,1,50,0,0.1,0.3,58459421.5
S,Tasmania,fledgling release + mainland release,current range ,7,1,1,100,0,0.15,0.5,108471371.5
S,Tasmania,fledgling release + mainland release,current range ,7,1,1,50,0,0.2,0.45,64707721.5
S,Tasmania,mixed release strategy w/out fire,current range ,8,0,1,100,0,0.05,0.14,105910100
S,Tasmania,mixed release strategy w/out fire,current range ,8,0,1,50,0,0.05,0.1,62855825
S,Tasmania,mixed release strategy w/out PBFV,current range ,9,1,0,100,0,0.2,0.33,93657746.5
S,Tasmania,mixed release strategy w/out PBFV,current range ,9,1,0,50,0,0.2,0.35,61953471.5
S,Tasmania,focus wild born young w/out fire,current range ,10,0,1,100,0,0.05,0.1,99798400
S,Tasmania,focus wild born young w/out fire,current range ,10,0,1,50,0,0.05,0.1,58401525
T,Tasmania,No action + no captive population,no action,0,0,0,0,0,0.05,0.1,0
T,Tasmania,mixed release strategy,current range ,1,1,1,100,0.25,0.64,0.9,107322746.5
T,Tasmania,mixed release strategy,current range ,1,1,1,50,0.1,0.5,0.8,64653471.5
T,Tasmania,focus wild born young,current range ,2,1,1,100,0.2,0.55,0.8,101596046.5
T,Tasmania,focus wild born young,current range ,2,1,1,50,0.2,0.5,0.8,60199171.5
T,Tasmania,focus wild born young + mainland release,current range ,3,1,1,100,0.3,0.5,0.86,110541246.5
T,Tasmania,focus wild born young + mainland release,current range ,3,1,1,50,0.2,0.5,0.8,64926346.5
T,Tasmania,focus high quality young leaving,current range ,4,1,1,100,0.2,0.7,0.95,96964696.5
T,Tasmania,focus high quality young leaving,current range ,4,1,1,50,0.2,0.6,0.94,55539446.5
T,Tasmania,focus high quality young leaving + mainland release,current range ,5,1,1,100,0.2,0.7,0.95,103519496.5
T,Tasmania,focus high quality young leaving + mainland release,current range ,5,1,1,50,0.2,0.6,0.93,60304771.5
T,Tasmania,fledgling release only,current range ,6,1,1,100,0.1,0.34,0.6,99993171.5
T,Tasmania,fledgling release only,current range ,6,1,1,50,0.1,0.34,0.6,58459421.5
T,Tasmania,fledgling release + mainland release,current range ,7,1,1,100,0.1,0.35,0.6,108471371.5
T,Tasmania,fledgling release + mainland release,current range ,7,1,1,50,0.1,0.35,0.6,64707721.5
T,Tasmania,mixed release strategy w/out fire,current range ,8,0,1,100,0,0.35,0.7,105910100
T,Tasmania,mixed release strategy w/out fire,current range ,8,0,1,50,0,0.4,0.6,62855825
T,Tasmania,mixed release strategy w/out PBFV,current range ,9,1,0,100,0.2,0.65,0.8,93657746.5
T,Tasmania,mixed release strategy w/out PBFV,current range ,9,1,0,50,0.1,0.6,0.7,61953471.5
T,Tasmania,focus wild born young w/out fire,current range ,10,0,1,100,0.15,0.45,0.7,99798400
T,Tasmania,focus wild born young w/out fire,current range ,10,0,1,50,0.14,0.4,0.7,58401525
U,Tasmania,No action + no captive population,no action,0,0,0,0,0,0,0,0
U,Tasmania,mixed release strategy,current range ,1,1,1,100,0.4,0.5,0.9,107322746.5
U,Tasmania,mixed release strategy,current range ,1,1,1,50,0,0.1,0.2,64653471.5
U,Tasmania,focus wild born young,current range ,2,1,1,100,0.4,0.6,0.8,101596046.5
U,Tasmania,focus wild born young,current range ,2,1,1,50,0,0.1,0.2,60199171.5
U,Tasmania,focus wild born young + mainland release,current range ,3,1,1,100,0.2,0.31,0.5,110541246.5
U,Tasmania,focus wild born young + mainland release,current range ,3,1,1,50,0,0.05,0.1,64926346.5
U,Tasmania,focus high quality young leaving,current range ,4,1,1,100,0.3,0.5,0.7,96964696.5
U,Tasmania,focus high quality young leaving,current range ,4,1,1,50,0,0.1,0.2,55539446.5
U,Tasmania,focus high quality young leaving + mainland release,current range ,5,1,1,100,0.1,0.24,0.4,103519496.5
U,Tasmania,focus high quality young leaving + mainland release,current range ,5,1,1,50,0,0.05,0.1,60304771.5
U,Tasmania,fledgling release only,current range ,6,1,1,100,0.5,0.65,0.85,99993171.5
U,Tasmania,fledgling release only,current range ,6,1,1,50,0.2,0.35,0.5,58459421.5
U,Tasmania,fledgling release + mainland release,current range ,7,1,1,100,0.1,0.4,0.7,108471371.5
U,Tasmania,fledgling release + mainland release,current range ,7,1,1,50,0.05,0.25,0.5,64707721.5
U,Tasmania,mixed release strategy w/out fire,current range ,8,0,1,100,0.2,0.34,0.5,105910100
U,Tasmania,mixed release strategy w/out fire,current range ,8,0,1,50,0,0.05,0.1,62855825
U,Tasmania,mixed release strategy w/out PBFV,current range ,9,1,0,100,0.35,0.5,NA,93657746.5
U,Tasmania,mixed release strategy w/out PBFV,current range ,9,1,0,50,0,0.1,0.2,61953471.5
U,Tasmania,focus wild born young w/out fire,current range ,10,0,1,100,0.2,0.35,0.5,99798400
U,Tasmania,focus wild born young w/out fire,current range ,10,0,1,50,0,0.05,0.1,58401525
V,Tasmania,No action + no captive population,no action,0,0,0,0,0.12,0.2,0.26,0
V,Tasmania,mixed release strategy,current range ,1,1,1,100,0.3,0.35,0.4,107322746.5
V,Tasmania,mixed release strategy,current range ,1,1,1,50,0.15,0.25,0.35,64653471.5
V,Tasmania,focus wild born young,current range ,2,1,1,100,0.24,0.55,0.9,101596046.5
V,Tasmania,focus wild born young,current range ,2,1,1,50,0.24,0.52,0.8,60199171.5
V,Tasmania,focus wild born young + mainland release,current range ,3,1,1,100,0.25,0.4,0.87,110541246.5
V,Tasmania,focus wild born young + mainland release,current range ,3,1,1,50,0.15,0.35,0.66,64926346.5
V,Tasmania,focus high quality young leaving,current range ,4,1,1,100,0.22,0.54,0.91,96964696.5
V,Tasmania,focus high quality young leaving,current range ,4,1,1,50,0.25,0.55,0.9,55539446.5
V,Tasmania,focus high quality young leaving + mainland release,current range ,5,1,1,100,0.33,0.55,0.75,103519496.5
V,Tasmania,focus high quality young leaving + mainland release,current range ,5,1,1,50,0.26,0.5,0.7,60304771.5
V,Tasmania,fledgling release only,current range ,6,1,1,100,0.45,0.67,0.87,99993171.5
V,Tasmania,fledgling release only,current range ,6,1,1,50,0.4,0.6,0.84,58459421.5
V,Tasmania,fledgling release + mainland release,current range ,7,1,1,100,0.4,0.7,0.9,108471371.5
V,Tasmania,fledgling release + mainland release,current range ,7,1,1,50,0.3,0.6,0.9,64707721.5
V,Tasmania,mixed release strategy w/out fire,current range ,8,0,1,100,0.38,0.49,0.6,105910100
V,Tasmania,mixed release strategy w/out fire,current range ,8,0,1,50,0.4,0.5,0.6,62855825
V,Tasmania,mixed release strategy w/out PBFV,current range ,9,1,0,100,NA,NA,NA,93657746.5
V,Tasmania,mixed release strategy w/out PBFV,current range ,9,1,0,50,NA,NA,NA,61953471.5
V,Tasmania,focus wild born young w/out fire,current range ,10,0,1,100,0.24,0.45,0.64,99798400
V,Tasmania,focus wild born young w/out fire,current range ,10,0,1,50,0.1,0.2,0.4,58401525
A,Mainland,No action + no captive population,no action,0,0,0,0,0,0,0,0
A,Mainland,mixed release strategy,current range ,1,1,1,100,0,0.15,0.5,107322746.5
A,Mainland,mixed release strategy,current range ,1,1,1,50,0,0.05,0.3,64653471.5
A,Mainland,focus wild born young,current range ,2,1,1,100,0,0.2,0.5,101596046.5
A,Mainland,focus wild born young,current range ,2,1,1,50,0,0.1,0.5,60199171.5
A,Mainland,focus wild born young + mainland release,current range ,3,1,1,100,0,0.4,0.7,110541246.5
A,Mainland,focus wild born young + mainland release,current range ,3,1,1,50,0,0.3,0.6,64926346.5
A,Mainland,focus high quality young leaving,current range ,4,1,1,100,0.2,0.4,0.8,96964696.5
A,Mainland,focus high quality young leaving,current range ,4,1,1,50,0.1,NA,0.6,55539446.5
A,Mainland,focus high quality young leaving + mainland release,current range ,5,1,1,100,0.3,0.5,0.95,103519496.5
A,Mainland,focus high quality young leaving + mainland release,current range ,5,1,1,50,0.3,0.4,0.8,60304771.5
A,Mainland,fledgling release only,current range ,6,1,1,100,0.2,0.35,0.5,99993171.5
A,Mainland,fledgling release only,current range ,6,1,1,50,0.1,0.2,0.3,58459421.5
A,Mainland,fledgling release + mainland release,current range ,7,1,1,100,0.3,0.5,0.6,108471371.5
A,Mainland,fledgling release + mainland release,current range ,7,1,1,50,0.25,0.5,0.6,64707721.5
A,Mainland,mixed release strategy w/out fire,current range ,8,0,1,100,0,0.1,0.4,105910100
A,Mainland,mixed release strategy w/out fire,current range ,8,0,1,50,0,0.05,0.3,62855825
A,Mainland,mixed release strategy w/out PBFV,current range ,9,1,0,100,0,0.15,0.5,93657746.5
A,Mainland,mixed release strategy w/out PBFV,current range ,9,1,0,50,0,0.05,0.3,61953471.5
A,Mainland,focus wild born young w/out fire,current range ,10,0,1,100,0,0.2,0.4,99798400
A,Mainland,focus wild born young w/out fire,current range ,10,0,1,50,0,NA,0.4,58401525
B,Mainland,No action + no captive population,no action,0,0,0,0,0,0,0,0
B,Mainland,mixed release strategy,current range ,1,1,1,100,0,0.15,0.3,107322746.5
B,Mainland,mixed release strategy,current range ,1,1,1,50,0,0.1,0.2,64653471.5
B,Mainland,focus wild born young,current range ,2,1,1,100,0,0.15,0.3,101596046.5
B,Mainland,focus wild born young,current range ,2,1,1,50,0,0.05,0.1,60199171.5
B,Mainland,focus wild born young + mainland release,current range ,3,1,1,100,0,0.15,0.3,110541246.5
B,Mainland,focus wild born young + mainland release,current range ,3,1,1,50,0,0.1,0.2,64926346.5
B,Mainland,focus high quality young leaving,current range ,4,1,1,100,0,0.2,0.4,96964696.5
B,Mainland,focus high quality young leaving,current range ,4,1,1,50,0,0.1,0.2,55539446.5
B,Mainland,focus high quality young leaving + mainland release,current range ,5,1,1,100,0,0.15,0.3,103519496.5
B,Mainland,focus high quality young leaving + mainland release,current range ,5,1,1,50,0,0.1,0.2,60304771.5
B,Mainland,fledgling release only,current range ,6,1,1,100,0,0.2,0.4,99993171.5
B,Mainland,fledgling release only,current range ,6,1,1,50,0,0.15,0.25,58459421.5
B,Mainland,fledgling release + mainland release,current range ,7,1,1,100,0,0.2,0.4,108471371.5
B,Mainland,fledgling release + mainland release,current range ,7,1,1,50,0,0.1,0.2,64707721.5
B,Mainland,mixed release strategy w/out fire,current range ,8,0,1,100,0,0.15,0.3,105910100
B,Mainland,mixed release strategy w/out fire,current range ,8,0,1,50,0,0.1,0.2,62855825
B,Mainland,mixed release strategy w/out PBFV,current range ,9,1,0,100,0,0.15,0.3,93657746.5
B,Mainland,mixed release strategy w/out PBFV,current range ,9,1,0,50,0,0.1,0.25,61953471.5
B,Mainland,focus wild born young w/out fire,current range ,10,0,1,100,0,0.15,0.3,99798400
B,Mainland,focus wild born young w/out fire,current range ,10,0,1,50,0,0.05,0.1,58401525
C,Mainland,No action + no captive population,no action,0,0,0,0,0,0,0,0
C,Mainland,mixed release strategy,current range ,1,1,1,100,0.3,0.5,0.6,107322746.5
C,Mainland,mixed release strategy,current range ,1,1,1,50,0.2,0.4,0.6,64653471.5
C,Mainland,focus wild born young,current range ,2,1,1,100,0.2,0.3,0.4,101596046.5
C,Mainland,focus wild born young,current range ,2,1,1,50,0.1,0.3,0.4,60199171.5
C,Mainland,focus wild born young + mainland release,current range ,3,1,1,100,0.2,0.3,0.4,110541246.5
C,Mainland,focus wild born young + mainland release,current range ,3,1,1,50,0.1,0.2,0.3,64926346.5
C,Mainland,focus high quality young leaving,current range ,4,1,1,100,0.1,0.2,0.35,96964696.5
C,Mainland,focus high quality young leaving,current range ,4,1,1,50,0.1,0.2,0.3,55539446.5
C,Mainland,focus high quality young leaving + mainland release,current range ,5,1,1,100,0.3,0.5,0.6,103519496.5
C,Mainland,focus high quality young leaving + mainland release,current range ,5,1,1,50,0.1,0.3,0.4,60304771.5
C,Mainland,fledgling release only,current range ,6,1,1,100,0,0.1,0.2,99993171.5
C,Mainland,fledgling release only,current range ,6,1,1,50,0,0.1,0.2,58459421.5
C,Mainland,fledgling release + mainland release,current range ,7,1,1,100,0.2,0.3,0.5,108471371.5
C,Mainland,fledgling release + mainland release,current range ,7,1,1,50,0,0.1,0.2,64707721.5
C,Mainland,mixed release strategy w/out fire,current range ,8,0,1,100,0,0.05,0.2,105910100
C,Mainland,mixed release strategy w/out fire,current range ,8,0,1,50,0,0.05,0.2,62855825
C,Mainland,mixed release strategy w/out PBFV,current range ,9,1,0,100,0.3,0.5,0.6,93657746.5
C,Mainland,mixed release strategy w/out PBFV,current range ,9,1,0,50,0.3,0.5,0.6,61953471.5
C,Mainland,focus wild born young w/out fire,current range ,10,0,1,100,0,0,0.1,99798400
C,Mainland,focus wild born young w/out fire,current range ,10,0,1,50,0,0,0.1,58401525
D,Mainland,No action + no captive population,no action,0,0,0,0,0,0.1,0.2,0
D,Mainland,mixed release strategy,current range ,1,1,1,100,0.5,0.65,0.8,107322746.5
D,Mainland,mixed release strategy,current range ,1,1,1,50,0.3,0.4,0.55,64653471.5
D,Mainland,focus wild born young,current range ,2,1,1,100,0.25,0.38,0.51,101596046.5
D,Mainland,focus wild born young,current range ,2,1,1,50,0.15,0.25,0.38,60199171.5
D,Mainland,focus wild born young + mainland release,current range ,3,1,1,100,0.35,0.45,0.55,110541246.5
D,Mainland,focus wild born young + mainland release,current range ,3,1,1,50,0.2,0.35,0.55,64926346.5
D,Mainland,focus high quality young leaving,current range ,4,1,1,100,0.21,0.34,0.49,96964696.5
D,Mainland,focus high quality young leaving,current range ,4,1,1,50,0.15,0.25,0.35,55539446.5
D,Mainland,focus high quality young leaving + mainland release,current range ,5,1,1,100,0.3,0.4,0.5,103519496.5
D,Mainland,focus high quality young leaving + mainland release,current range ,5,1,1,50,0.2,0.3,0.4,60304771.5
D,Mainland,fledgling release only,current range ,6,1,1,100,0.14,0.25,0.4,99993171.5
D,Mainland,fledgling release only,current range ,6,1,1,50,0.05,0.15,0.3,58459421.5
D,Mainland,fledgling release + mainland release,current range ,7,1,1,100,NA,NA,NA,108471371.5
D,Mainland,fledgling release + mainland release,current range ,7,1,1,50,0.1,0.2,0.34,64707721.5
D,Mainland,mixed release strategy w/out fire,current range ,8,0,1,100,0.25,0.35,0.45,105910100
D,Mainland,mixed release strategy w/out fire,current range ,8,0,1,50,0.15,0.25,0.35,62855825
D,Mainland,mixed release strategy w/out PBFV,current range ,9,1,0,100,0.2,0.3,0.4,93657746.5
D,Mainland,mixed release strategy w/out PBFV,current range ,9,1,0,50,0.1,0.2,0.3,61953471.5
D,Mainland,focus wild born young w/out fire,current range ,10,0,1,100,0.3,0.45,0.57,99798400
D,Mainland,focus wild born young w/out fire,current range ,10,0,1,50,0.1,0.26,0.45,58401525
E,Mainland,No action + no captive population,no action,0,0,0,0,0,0.05,0.2,0
E,Mainland,mixed release strategy,current range ,1,1,1,100,0.5,0.7,0.95,107322746.5
E,Mainland,mixed release strategy,current range ,1,1,1,50,0.3,0.7,0.85,64653471.5
E,Mainland,focus wild born young,current range ,2,1,1,100,0.05,0.1,0.25,101596046.5
E,Mainland,focus wild born young,current range ,2,1,1,50,0,0.05,0.2,60199171.5
E,Mainland,focus wild born young + mainland release,current range ,3,1,1,100,0.1,0.25,0.55,110541246.5
E,Mainland,focus wild born young + mainland release,current range ,3,1,1,50,0,0.05,0.4,64926346.5
E,Mainland,focus high quality young leaving,current range ,4,1,1,100,0.6,0.75,1,96964696.5
E,Mainland,focus high quality young leaving,current range ,4,1,1,50,0.55,0.75,0.9,55539446.5
E,Mainland,focus high quality young leaving + mainland release,current range ,5,1,1,100,0.5,0.75,0.9,103519496.5
E,Mainland,focus high quality young leaving + mainland release,current range ,5,1,1,50,0.5,0.75,0.9,60304771.5
E,Mainland,fledgling release only,current range ,6,1,1,100,0.8,0.9,1,99993171.5
E,Mainland,fledgling release only,current range ,6,1,1,50,0.75,0.9,0.95,58459421.5
E,Mainland,fledgling release + mainland release,current range ,7,1,1,100,0.8,0.9,1,108471371.5
E,Mainland,fledgling release + mainland release,current range ,7,1,1,50,0.75,0.85,0.9,64707721.5
E,Mainland,mixed release strategy w/out fire,current range ,8,0,1,100,0.25,0.5,0.75,105910100
E,Mainland,mixed release strategy w/out fire,current range ,8,0,1,50,0.25,0.5,0.75,62855825
E,Mainland,mixed release strategy w/out PBFV,current range ,9,1,0,100,0.1,0.6,0.9,93657746.5
E,Mainland,mixed release strategy w/out PBFV,current range ,9,1,0,50,0.1,0.5,0.8,61953471.5
E,Mainland,focus wild born young w/out fire,current range ,10,0,1,100,0.05,0.1,0.25,99798400
E,Mainland,focus wild born young w/out fire,current range ,10,0,1,50,0,0.05,0.2,58401525
F,Mainland,No action + no captive population,no action,0,0,0,0,0,0,0,0
F,Mainland,mixed release strategy,current range ,1,1,1,100,0,0.05,0.1,107322746.5
F,Mainland,mixed release strategy,current range ,1,1,1,50,0,0,0.05,64653471.5
F,Mainland,focus wild born young,current range ,2,1,1,100,0,0.05,0.1,101596046.5
F,Mainland,focus wild born young,current range ,2,1,1,50,0,0,0.05,60199171.5
F,Mainland,focus wild born young + mainland release,current range ,3,1,1,100,0,0.05,0.1,110541246.5
F,Mainland,focus wild born young + mainland release,current range ,3,1,1,50,0,0,0.05,64926346.5
F,Mainland,focus high quality young leaving,current range ,4,1,1,100,0,0.05,0.1,96964696.5
F,Mainland,focus high quality young leaving,current range ,4,1,1,50,0,0,0.05,55539446.5
F,Mainland,focus high quality young leaving + mainland release,current range ,5,1,1,100,0,0.05,0.1,103519496.5
F,Mainland,focus high quality young leaving + mainland release,current range ,5,1,1,50,0,0,0.05,60304771.5
F,Mainland,fledgling release only,current range ,6,1,1,100,0,0.05,0.05,99993171.5
F,Mainland,fledgling release only,current range ,6,1,1,50,0,0,0.05,58459421.5
F,Mainland,fledgling release + mainland release,current range ,7,1,1,100,0,0.05,0.05,108471371.5
F,Mainland,fledgling release + mainland release,current range ,7,1,1,50,0,0,0.05,64707721.5
F,Mainland,mixed release strategy w/out fire,current range ,8,0,1,100,0,0,0,105910100
F,Mainland,mixed release strategy w/out fire,current range ,8,0,1,50,0,0,0.05,62855825
F,Mainland,mixed release strategy w/out PBFV,current range ,9,1,0,100,0,0,0.05,93657746.5
F,Mainland,mixed release strategy w/out PBFV,current range ,9,1,0,50,0,0,0,61953471.5
F,Mainland,focus wild born young w/out fire,current range ,10,0,1,100,0,0,0,99798400
F,Mainland,focus wild born young w/out fire,current range ,10,0,1,50,0,0,0,58401525
G,Mainland,No action + no captive population,no action,0,0,0,0,NA,NA,NA,0
G,Mainland,mixed release strategy,current range ,1,1,1,100,0,0.11,0.21,107322746.5
G,Mainland,mixed release strategy,current range ,1,1,1,50,0,0.12,0.2,64653471.5
G,Mainland,focus wild born young,current range ,2,1,1,100,0,0.14,0.19,101596046.5
G,Mainland,focus wild born young,current range ,2,1,1,50,0,0.11,0.19,60199171.5
G,Mainland,focus wild born young + mainland release,current range ,3,1,1,100,0,0.11,0.18,110541246.5
G,Mainland,focus wild born young + mainland release,current range ,3,1,1,50,0,0.12,0.19,64926346.5
G,Mainland,focus high quality young leaving,current range ,4,1,1,100,0,0.4,0.65,96964696.5
G,Mainland,focus high quality young leaving,current range ,4,1,1,50,0,0.3,0.5,55539446.5
G,Mainland,focus high quality young leaving + mainland release,current range ,5,1,1,100,0,0.21,0.42,103519496.5
